idempl,CF,az_ragione_soc,data_inizio,data_fine,professione,qualifica,qualifica_codice,rl_ateco,rl_ateco_macro,rl_ateco_settore,saldo,sede_op_ateco,sede_op_comune,sede_op_indirizzo,sede_op_provincia,SLL_nome,tipo_contratto
3513,CF_02550190306,ATOMAT SPA,2015-11-16,NA,"PROFESSIONI INTELLETTUALI, SCIENTIFICHE E DI ELEVATA SPECIALIZZAZIONE",SISTEMISTA,2.1.1.5.3.2,FABBRICAZIONE DI PARTI INTERCAMBIABILI PER MACCHINE UTENSILI,INDUSTRIA,ATTIVITÀ MANIFATTURIERE,1,25.73.12,REMANZACCO,STRADA DI OSELIN 16 INT 17,UDINE,UDINE,LAVORO A TEMPO INDETERMINATO
1395,CF_02694770302,CENTRI DI LINGUISTICHE APLICADE  AGNUL PITANE  SOC.COOP.,2015-01-02,2015-06-30,"PROFESSIONI INTELLETTUALI, SCIENTIFICHE E DI ELEVATA SPECIALIZZAZIONE",PROGETTISTA DI SISTEMI INFORMATICI,2.1.1.4.2.5,EDIZIONE DI ALTRI SOFTWARE A PACCHETTO (ESCLUSI GIOCHI PER COMPUTER),SERVIZI,SERVIZI DI INFORMAZIONE E COMUNICAZIONE,1,58.29.00,REMANZACCO,VIA ZIRACCO 32,UDINE,UDINE,LAVORO A TEMPO DETERMINATO
3073,CF_01391460936,OVERIT SPA,2015-10-12,2017-11-17,"PROFESSIONI INTELLETTUALI, SCIENTIFICHE E DI ELEVATA SPECIALIZZAZIONE",ANALISTA PROGRAMMATORE,2.1.1.4.1.3,PRODUZIONE DI SOFTWARE NON CONNESSO ALL'EDIZIONE,SERVIZI,SERVIZI DI INFORMAZIONE E COMUNICAZIONE,1,62.01.00,FIUME VENETO,"VIA BASSI, 81",PORDENONE,PORDENONE,LAVORO A TEMPO INDETERMINATO
1014,CF_01391460936,OVERIT SPA,2015-09-21,NA,"PROFESSIONI INTELLETTUALI, SCIENTIFICHE E DI ELEVATA SPECIALIZZAZIONE",ANALISTA PROGRAMMATORE,2.1.1.4.1.3,PRODUZIONE DI SOFTWARE NON CONNESSO ALL'EDIZIONE,SERVIZI,SERVIZI DI INFORMAZIONE E COMUNICAZIONE,1,62.01.00,FIUME VENETO,"VIA BASSI, 81",PORDENONE,PORDENONE,LAVORO A TEMPO INDETERMINATO
891,CF_01391460936,OVERIT SPA,2015-07-01,2016-04-29,"PROFESSIONI INTELLETTUALI, SCIENTIFICHE E DI ELEVATA SPECIALIZZAZIONE",ANALISTA PROGRAMMATORE,2.1.1.4.1.3,PRODUZIONE DI SOFTWARE NON CONNESSO ALL'EDIZIONE,SERVIZI,SERVIZI DI INFORMAZIONE E COMUNICAZIONE,1,62.01.00,FIUME VENETO,"VIA BASSI, 81",PORDENONE,PORDENONE,LAVORO A TEMPO INDETERMINATO
2980,CF_01391460936,OVERIT SPA,2015-02-01,2016-06-10,"PROFESSIONI INTELLETTUALI, SCIENTIFICHE E DI ELEVATA SPECIALIZZAZIONE",ANALISTA DI SISTEMI INFORMATIVI,2.1.1.4.2.3,PRODUZIONE DI SOFTWARE NON CONNESSO ALL'EDIZIONE,SERVIZI,SERVIZI DI INFORMAZIONE E COMUNICAZIONE,1,62.01.00,FIUME VENETO,"VIA BASSI, 81",PORDENONE,PORDENONE,LAVORO A TEMPO INDETERMINATO
3113,CF_01391460936,OVERIT SPA,2015-09-14,2016-03-13,"PROFESSIONI INTELLETTUALI, SCIENTIFICHE E DI ELEVATA SPECIALIZZAZIONE",ANALISTA PROGRAMMATORE,2.1.1.4.1.3,PRODUZIONE DI SOFTWARE NON CONNESSO ALL'EDIZIONE,SERVIZI,SERVIZI DI INFORMAZIONE E COMUNICAZIONE,1,62.01.00,FIUME VENETO,"VIA BASSI, 81",PORDENONE,PORDENONE,TIROCINIO
1316,CF_01391460936,OVERIT SPA,2015-01-07,NA,"PROFESSIONI INTELLETTUALI, SCIENTIFICHE E DI ELEVATA SPECIALIZZAZIONE",ANALISTA DI SISTEMI INFORMATIVI,2.1.1.4.2.3,PRODUZIONE DI SOFTWARE NON CONNESSO ALL'EDIZIONE,SERVIZI,SERVIZI DI INFORMAZIONE E COMUNICAZIONE,1,62.01.00,FIUME VENETO,"VIA BASSI, 81",PORDENONE,PORDENONE,LAVORO A TEMPO INDETERMINATO
2088,CF_01391460936,OVERIT SPA,2015-04-01,NA,"PROFESSIONI INTELLETTUALI, SCIENTIFICHE E DI ELEVATA SPECIALIZZAZIONE",ANALISTA DI SISTEMI INFORMATIVI,2.1.1.4.2.3,PRODUZIONE DI SOFTWARE NON CONNESSO ALL'EDIZIONE,SERVIZI,SERVIZI DI INFORMAZIONE E COMUNICAZIONE,1,62.01.00,FIUME VENETO,"VIA BASSI, 81",PORDENONE,PORDENONE,LAVORO A TEMPO INDETERMINATO
1422,CF_01391460936,OVERIT SPA,2015-10-01,NA,"PROFESSIONI INTELLETTUALI, SCIENTIFICHE E DI ELEVATA SPECIALIZZAZIONE",ANALISTA PROGRAMMATORE,2.1.1.4.1.3,PRODUZIONE DI SOFTWARE NON CONNESSO ALL'EDIZIONE,SERVIZI,SERVIZI DI INFORMAZIONE E COMUNICAZIONE,1,62.01.00,FIUME VENETO,"VIA BASSI, 81",PORDENONE,PORDENONE,LAVORO A TEMPO INDETERMINATO
908,CF_01391460936,OVERIT SPA,2015-12-01,NA,"PROFESSIONI INTELLETTUALI, SCIENTIFICHE E DI ELEVATA SPECIALIZZAZIONE",ANALISTA PROGRAMMATORE,2.1.1.4.1.3,PRODUZIONE DI SOFTWARE NON CONNESSO ALL'EDIZIONE,SERVIZI,SERVIZI DI INFORMAZIONE E COMUNICAZIONE,1,62.01.00,FIUME VENETO,"VIA BASSI, 81",PORDENONE,PORDENONE,LAVORO A TEMPO INDETERMINATO
3126,CF_01391460936,OVERIT SPA,2015-01-12,NA,"PROFESSIONI INTELLETTUALI, SCIENTIFICHE E DI ELEVATA SPECIALIZZAZIONE",ANALISTA DI SISTEMI INFORMATIVI,2.1.1.4.2.3,PRODUZIONE DI SOFTWARE NON CONNESSO ALL'EDIZIONE,SERVIZI,SERVIZI DI INFORMAZIONE E COMUNICAZIONE,1,62.01.00,FIUME VENETO,"VIA BASSI, 81",PORDENONE,PORDENONE,LAVORO A TEMPO INDETERMINATO
3495,CF_01391460936,OVERIT SPA,2015-09-21,2016-04-29,"PROFESSIONI INTELLETTUALI, SCIENTIFICHE E DI ELEVATA SPECIALIZZAZIONE",ANALISTA DI SISTEMI INFORMATIVI,2.1.1.4.2.3,PRODUZIONE DI SOFTWARE NON CONNESSO ALL'EDIZIONE,SERVIZI,SERVIZI DI INFORMAZIONE E COMUNICAZIONE,1,62.01.00,FIUME VENETO,"VIA BASSI, 81",PORDENONE,PORDENONE,LAVORO A TEMPO DETERMINATO
935,CF_01391460936,OVERIT SPA,2015-12-01,NA,"PROFESSIONI INTELLETTUALI, SCIENTIFICHE E DI ELEVATA SPECIALIZZAZIONE",ANALISTA PROGRAMMATORE,2.1.1.4.1.3,PRODUZIONE DI SOFTWARE NON CONNESSO ALL'EDIZIONE,SERVIZI,SERVIZI DI INFORMAZIONE E COMUNICAZIONE,1,62.01.00,FIUME VENETO,"VIA BASSI, 81",PORDENONE,PORDENONE,LAVORO A TEMPO INDETERMINATO
3676,CF_01405620939,SPIDER 4 WEB SRL,2015-01-07,2019-02-28,"PROFESSIONI INTELLETTUALI, SCIENTIFICHE E DI ELEVATA SPECIALIZZAZIONE",SVILUPPATORE SOFTWARE,2.1.1.4.1.17,GESTIONE DI STRUTTURE E APPARECCHIATURE INFORMATICHE HARDWARE - HOUSING (ESCLUSA LA RIPARAZIONE),SERVIZI,SERVIZI DI INFORMAZIONE E COMUNICAZIONE,1,62.03.00,FIUME VENETO,"VIA BASSI, 81",PORDENONE,PORDENONE,LAVORO A TEMPO INDETERMINATO
3676,CF_01405620939,SPIDER 4 WEB SRL,2015-01-07,2019-02-28,"PROFESSIONI INTELLETTUALI, SCIENTIFICHE E DI ELEVATA SPECIALIZZAZIONE",SVILUPPATORE SOFTWARE,2.1.1.4.1.17,GESTIONE DI STRUTTURE E APPARECCHIATURE INFORMATICHE HARDWARE - HOUSING (ESCLUSA LA RIPARAZIONE),SERVIZI,SERVIZI DI INFORMAZIONE E COMUNICAZIONE,1,62.03.00,FIUME VENETO,"VIA BASSI, 81",PORDENONE,PORDENONE,LAVORO A TEMPO INDETERMINATO
1908,CF_01532950936,CEDRO 1 SRL,2015-03-16,2017-02-28,"PROFESSIONI INTELLETTUALI, SCIENTIFICHE E DI ELEVATA SPECIALIZZAZIONE",ANALISTA PROGRAMMATORE,2.1.1.4.1.3,PRODUZIONE DI SOFTWARE NON CONNESSO ALL'EDIZIONE,SERVIZI,SERVIZI DI INFORMAZIONE E COMUNICAZIONE,1,62.02.00,FIUME VENETO,"VIA UGO BASSI, 81",PORDENONE,PORDENONE,LAVORO A TEMPO INDETERMINATO
3652,CF_01532950936,CEDRO 1 SRL,2015-02-16,2015-04-13,"PROFESSIONI INTELLETTUALI, SCIENTIFICHE E DI ELEVATA SPECIALIZZAZIONE",ANALISTA PROGRAMMATORE,2.1.1.4.1.3,-,"NAN","NAN",1,62.02.00,FIUME VENETO,"VIA UGO BASSI, 81",PORDENONE,PORDENONE,LAVORO A TEMPO DETERMINATO
3652,CF_01532950936,CEDRO 1 SRL,2015-02-16,2015-04-13,"PROFESSIONI INTELLETTUALI, SCIENTIFICHE E DI ELEVATA SPECIALIZZAZIONE",ANALISTA PROGRAMMATORE,2.1.1.4.1.3,-,"NAN","NAN",1,62.02.00,FIUME VENETO,"VIA UGO BASSI, 81",PORDENONE,PORDENONE,LAVORO A TEMPO DETERMINATO
3524,CF_01578960930,P2P SISTEMI SRL,2015-03-25,2015-04-30,"PROFESSIONI INTELLETTUALI, SCIENTIFICHE E DI ELEVATA SPECIALIZZAZIONE",SISTEMISTA,2.1.1.5.3.2,RIPARAZIONE E MANUTENZIONE DI COMPUTER E PERIFERICHE,SERVIZI,ALTRE ATTIVITÀ DI SERVIZI,1,95.11.00,FIUME VENETO,VIA DEI PINALI 21,PORDENONE,PORDENONE,TIROCINIO
2085,CF_01751660935,PROMOTEC SOCIETA' A RESPONSABILITA' LIMITATA SEMPLIFICATA,2015-10-05,2016-03-25,"PROFESSIONI INTELLETTUALI, SCIENTIFICHE E DI ELEVATA SPECIALIZZAZIONE",GEOLOGO,2.1.1.6.1.4,COMMERCIO ALL'INGROSSO DI ALTRI MATERIALI DA COSTRUZIONE,SERVIZI,COMMERCIO ALL'INGROSSO E AL DETTAGLIO; RIPARAZIONE DI AUTOVEICOLI E MOTOCICLI,1,46.73.29,FIUME VENETO,VIA ARTURO MALIGNANI           33,PORDENONE,PORDENONE,LAVORO A TEMPO DETERMINATO
1675,CF_01765840937,NUOVA IZC COSTRUZIONI GENERALI - SOC. COOP,2015-05-11,NA,"PROFESSIONI INTELLETTUALI, SCIENTIFICHE E DI ELEVATA SPECIALIZZAZIONE",INGEGNERE EDILE,2.2.1.6.1.4,COSTRUZIONE DI EDIFICI RESIDENZIALI E NON RESIDENZIALI,INDUSTRIA,COSTRUZIONI,1,41.20.00,FIUME VENETO,VIA F.LLI ZAMBON 8,PORDENONE,PORDENONE,LAVORO A TEMPO INDETERMINATO
3328,CF_00423540939,ALS ITALIA SRL,2015-12-22,NA,PROFESSIONI TECNICHE,TECNICO COMMERCIALE,3.3.3.4.0.6,COLLAUDI E ANALISI TECNICHE DI PRODOTTI,SERVIZI,"ATTIVITÀ PROFESSIONALI, SCIENTIFICHE E TECNICHE",1,71.20.10,ZOPPOLA,VIA VIATTA 1 - FRAZIONE ORCENICO INFERIORE,PORDENONE,PORDENONE,LAVORO A TEMPO INDETERMINATO
3619,CF_00423540939,ALS ITALIA SRL,2015-11-02,2016-12-16,"CONDUTTORI DI IMPIANTI, OPERAI DI MACCHINARI FISSI E MOBILI E CONDUCENTI DI VEICOLI",CAMPIONATORE DI LABORATORIO (IMPIANTI CHIMICI),7.1.5.2.0.14,COLLAUDI E ANALISI TECNICHE DI PRODOTTI,SERVIZI,"ATTIVITÀ PROFESSIONALI, SCIENTIFICHE E TECNICHE",1,71.20.10,ZOPPOLA,VIA VIATTA 1 - FRAZIONE ORCENICO INFERIORE,PORDENONE,PORDENONE,LAVORO A TEMPO DETERMINATO
3466,CF_13314860159,INDUSTRIE ILPEA SPA,2015-05-18,2017-02-13,"PROFESSIONI INTELLETTUALI, SCIENTIFICHE E DI ELEVATA SPECIALIZZAZIONE",INGEGNERE MECCANICO,2.2.1.1.1.1,FABBRICAZIONE DI ALTRI ARTICOLI IN MATERIE PLASTICHE NCA,INDUSTRIA,ATTIVITÀ MANIFATTURIERE,1,25.13.0,ZOPPOLA,VIA PONTEBBANA 11,PORDENONE,PORDENONE,LAVORO A TEMPO INDETERMINATO
1165,CF_13314860159,INDUSTRIE ILPEA SPA,2015-01-12,NA,"PROFESSIONI INTELLETTUALI, SCIENTIFICHE E DI ELEVATA SPECIALIZZAZIONE",PROGETTISTA DI BASI DATI,2.1.1.5.2.2,FABBRICAZIONE DI ALTRI ARTICOLI IN MATERIE PLASTICHE NCA,INDUSTRIA,ATTIVITÀ MANIFATTURIERE,1,25.13.0,ZOPPOLA,VIA PONTEBBANA 11,PORDENONE,PORDENONE,LAVORO A TEMPO INDETERMINATO
563,CF_00157550302,LA SAN MARCO SPA,2015-05-14,NA,"PROFESSIONI INTELLETTUALI, SCIENTIFICHE E DI ELEVATA SPECIALIZZAZIONE",RESPONSABILE DI SISTEMI INFORMATIVI,2.1.1.4.2.6,"FABBRICAZIONE DI MACCHINE PER L'INDUSTRIA ALIMENTARE, DELLE BEVANDE E DEL TABACCO (INCLUSE PARTI E ACCESSORI)",INDUSTRIA,ATTIVITÀ MANIFATTURIERE,1,28.93.00,GRADISCA D'ISONZO,"VIA PADRE E FIGLIO VENUTI, 10",GORIZIA,GORIZIA,LAVORO A TEMPO INDETERMINATO
563,CF_00157550302,LA SAN MARCO SPA,2015-05-14,NA,"PROFESSIONI INTELLETTUALI, SCIENTIFICHE E DI ELEVATA SPECIALIZZAZIONE",RESPONSABILE DI SISTEMI INFORMATIVI,2.1.1.4.2.6,"FABBRICAZIONE DI MACCHINE PER L'INDUSTRIA ALIMENTARE, DELLE BEVANDE E DEL TABACCO (INCLUSE PARTI E ACCESSORI)",INDUSTRIA,ATTIVITÀ MANIFATTURIERE,1,28.93.00,GRADISCA D'ISONZO,"VIA PADRE E FIGLIO VENUTI, 10",GORIZIA,GORIZIA,LAVORO A TEMPO INDETERMINATO
2644,CF_00539850313,CONTEMPORANEA SRL,2015-02-09,2015-12-31,"PROFESSIONI INTELLETTUALI, SCIENTIFICHE E DI ELEVATA SPECIALIZZAZIONE",ARCHITETTO DI INTERNI,2.2.2.1.1.3,ATTIVITÀ DI DESIGN DI MODA E DESIGN INDUSTRIALE,SERVIZI,"ATTIVITÀ PROFESSIONALI, SCIENTIFICHE E TECNICHE",1,74.10.10,GRADISCA D'ISONZO,VIA BERGAMAS 23,GORIZIA,GORIZIA,LAVORO A PROGETTO / COLLABORAZIONE COORDINATA E CONTINUATIVA
3176,CF_01157830314,WALK2TALK SRL,2015-09-01,2015-11-30,"PROFESSIONI INTELLETTUALI, SCIENTIFICHE E DI ELEVATA SPECIALIZZAZIONE",SISTEMISTA,2.1.1.5.3.2,CONSULENZA NEL SETTORE DELLE TECNOLOGIE DELL'INFORMATICA,SERVIZI,SERVIZI DI INFORMAZIONE E COMUNICAZIONE,1,62.02.00,GRADISCA D'ISONZO,VIA A. BERGAMAS 7,GORIZIA,GORIZIA,TIROCINIO
455,CF_01157830314,WALK2TALK SRL,2015-12-28,2016-12-27,"PROFESSIONI INTELLETTUALI, SCIENTIFICHE E DI ELEVATA SPECIALIZZAZIONE",SISTEMISTA,2.1.1.5.3.2,CONSULENZA NEL SETTORE DELLE TECNOLOGIE DELL'INFORMATICA,SERVIZI,SERVIZI DI INFORMAZIONE E COMUNICAZIONE,1,62.02.00,GRADISCA D'ISONZO,VIA A. BERGAMAS 7,GORIZIA,GORIZIA,LAVORO A TEMPO DETERMINATO
169,CF_91015390312,LEGA DISTRETTUALE SPI - CGIL GRADISCA D'ISONZO,2015-01-21,2015-12-31,"PROFESSIONI INTELLETTUALI, SCIENTIFICHE E DI ELEVATA SPECIALIZZAZIONE",ANALISTI E PROGETTISTI DI BASI DATI,2.1.1.5.2.0,ATTIVITÀ DEI SINDACATI DI LAVORATORI DIPENDENTI,SERVIZI,ALTRE ATTIVITÀ DI SERVIZI,1,94.20.00,GRADISCA D'ISONZO,"PIAZZA UNITA', 14",GORIZIA,GORIZIA,LAVORO A PROGETTO / COLLABORAZIONE COORDINATA E CONTINUATIVA
169,CF_91015390312,LEGA DISTRETTUALE SPI - CGIL GRADISCA D'ISONZO,2015-01-21,2015-12-31,"PROFESSIONI INTELLETTUALI, SCIENTIFICHE E DI ELEVATA SPECIALIZZAZIONE",ANALISTI E PROGETTISTI DI BASI DATI,2.1.1.5.2.0,ATTIVITÀ DEI SINDACATI DI LAVORATORI DIPENDENTI,SERVIZI,ALTRE ATTIVITÀ DI SERVIZI,1,94.20.00,GRADISCA D'ISONZO,"PIAZZA UNITA', 14",GORIZIA,GORIZIA,LAVORO A PROGETTO / COLLABORAZIONE COORDINATA E CONTINUATIVA
104,CF_00018160309,PRAVISANI MARIANO & C. SRL,2015-01-22,2015-02-28,"PROFESSIONI INTELLETTUALI, SCIENTIFICHE E DI ELEVATA SPECIALIZZAZIONE",INGEGNERE ELETTROTECNICO,2.2.1.3.0.3,"FABBRICAZIONE DI MACCHINE E APPARECCHI PER LE INDUSTRIE CHIMICHE, PETROLCHIMICHE E PETROLIFERE (INCLUSE PARTI E ACCESSORI)",INDUSTRIA,ATTIVITÀ MANIFATTURIERE,1,28.29.20,PASIAN DI PRATO,VIA COLLOREDO 98,UDINE,UDINE,LAVORO A PROGETTO / COLLABORAZIONE COORDINATA E CONTINUATIVA
104,CF_00018160309,PRAVISANI MARIANO & C. SRL,2015-04-27,2015-05-22,PROFESSIONI TECNICHE,TECNICI CHIMICI,3.1.1.2.0.0,"FABBRICAZIONE DI MACCHINE E APPARECCHI PER LE INDUSTRIE CHIMICHE, PETROLCHIMICHE E PETROLIFERE (INCLUSE PARTI E ACCESSORI)",INDUSTRIA,ATTIVITÀ MANIFATTURIERE,1,28.29.20,PASIAN DI PRATO,VIA COLLOREDO 98,UDINE,UDINE,LAVORO A PROGETTO / COLLABORAZIONE COORDINATA E CONTINUATIVA
104,CF_00018160309,PRAVISANI MARIANO & C. SRL,2015-06-01,2016-06-30,PROFESSIONI TECNICHE,TECNICI CHIMICI,3.1.1.2.0.0,"FABBRICAZIONE DI MACCHINE E APPARECCHI PER LE INDUSTRIE CHIMICHE, PETROLCHIMICHE E PETROLIFERE (INCLUSE PARTI E ACCESSORI)",INDUSTRIA,ATTIVITÀ MANIFATTURIERE,1,28.29.20,PASIAN DI PRATO,VIA COLLOREDO 98,UDINE,UDINE,LAVORO A PROGETTO / COLLABORAZIONE COORDINATA E CONTINUATIVA
123,CF_00018160309,PRAVISANI MARIANO & C. SRL,2015-01-01,2016-12-31,"PROFESSIONI INTELLETTUALI, SCIENTIFICHE E DI ELEVATA SPECIALIZZAZIONE",INGEGNERE ELETTROTECNICO,2.2.1.3.0.3,"FABBRICAZIONE DI MACCHINE E APPARECCHI PER LE INDUSTRIE CHIMICHE, PETROLCHIMICHE E PETROLIFERE (INCLUSE PARTI E ACCESSORI)",INDUSTRIA,ATTIVITÀ MANIFATTURIERE,1,28.29.20,PASIAN DI PRATO,VIA COLLOREDO 98,UDINE,UDINE,LAVORO A PROGETTO / COLLABORAZIONE COORDINATA E CONTINUATIVA
3474,CF_00153690300,EDILIZIA CHIARCOSSO SRL,2015-10-01,2015-12-14,PROFESSIONI ESECUTIVE NEL LAVORO D'UFFICIO,IMPIEGATO AMMINISTRATIVO,4.1.1.2.0.6,"COMMERCIO AL DETTAGLIO DI MATERIALI DA COSTRUZIONE, CERAMICHE E PIASTRELLE",SERVIZI,COMMERCIO ALL'INGROSSO E AL DETTAGLIO; RIPARAZIONE DI AUTOVEICOLI E MOTOCICLI,1,47.52.30,PASIAN DI PRATO,VIA CAMPOFORMIDO 94,UDINE,UDINE,LAVORO A TEMPO DETERMINATO
1211,CF_00223850306,IDEALSERVICE SOC. COOP.,2015-06-15,2017-03-31,"PROFESSIONI INTELLETTUALI, SCIENTIFICHE E DI ELEVATA SPECIALIZZAZIONE",INGEGNERE PROGETTISTA DI IMPIANTI DI TRATTAMENTO E SMALTIMENTO DEI RIFIUTI,2.2.1.6.1.5,PULIZIA GENERALE (NON SPECIALIZZATA) DI EDIFICI,SERVIZI,"NOLEGGIO, AGENZIE DI VIAGGIO, SERVIZI DI SUPPORTO ALLE IMPRESE",1,81.21.00,PASIAN DI PRATO,VIA BASALDELLA 90,UDINE,UDINE,LAVORO A TEMPO DETERMINATO
1265,CF_00223850306,IDEALSERVICE SOC. COOP.,2015-06-15,NA,"PROFESSIONI INTELLETTUALI, SCIENTIFICHE E DI ELEVATA SPECIALIZZAZIONE",INGEGNERE PROGETTISTA DI IMPIANTI DI TRATTAMENTO E SMALTIMENTO DEI RIFIUTI,2.2.1.6.1.5,PULIZIA GENERALE (NON SPECIALIZZATA) DI EDIFICI,SERVIZI,"NOLEGGIO, AGENZIE DI VIAGGIO, SERVIZI DI SUPPORTO ALLE IMPRESE",1,81.21.00,PASIAN DI PRATO,VIA BASALDELLA 90,UDINE,UDINE,LAVORO A TEMPO INDETERMINATO
1265,CF_00223850306,IDEALSERVICE SOC. COOP.,2015-06-15,NA,"PROFESSIONI INTELLETTUALI, SCIENTIFICHE E DI ELEVATA SPECIALIZZAZIONE",INGEGNERE PROGETTISTA DI IMPIANTI DI TRATTAMENTO E SMALTIMENTO DEI RIFIUTI,2.2.1.6.1.5,PULIZIA GENERALE (NON SPECIALIZZATA) DI EDIFICI,SERVIZI,"NOLEGGIO, AGENZIE DI VIAGGIO, SERVIZI DI SUPPORTO ALLE IMPRESE",1,81.21.00,PASIAN DI PRATO,VIA BASALDELLA 90,UDINE,UDINE,LAVORO A TEMPO INDETERMINATO
1265,CF_00223850306,IDEALSERVICE SOC. COOP.,2015-06-15,NA,"PROFESSIONI INTELLETTUALI, SCIENTIFICHE E DI ELEVATA SPECIALIZZAZIONE",INGEGNERE PROGETTISTA DI IMPIANTI DI TRATTAMENTO E SMALTIMENTO DEI RIFIUTI,2.2.1.6.1.5,PULIZIA GENERALE (NON SPECIALIZZATA) DI EDIFICI,SERVIZI,"NOLEGGIO, AGENZIE DI VIAGGIO, SERVIZI DI SUPPORTO ALLE IMPRESE",1,81.21.00,PASIAN DI PRATO,VIA BASALDELLA 90,UDINE,UDINE,LAVORO A TEMPO INDETERMINATO
513,CF_00223850306,IDEALSERVICE SOC. COOP.,2015-12-01,2016-05-31,PROFESSIONI TECNICHE,TECNICO COMMERCIALE,3.3.3.4.0.6,PULIZIA GENERALE (NON SPECIALIZZATA) DI EDIFICI,SERVIZI,"NOLEGGIO, AGENZIE DI VIAGGIO, SERVIZI DI SUPPORTO ALLE IMPRESE",1,81.21.00,PASIAN DI PRATO,VIA BASALDELLA 90,UDINE,UDINE,LAVORO A TEMPO DETERMINATO
380,CF_00307430132,ASSOCIAZIONE LA NOSTRA FAMIGLIA,2015-06-12,2015-07-31,PROFESSIONI QUALIFICATE NELLE ATTIVITA’ COMMERCIALI E NEI SERVIZI,ASSISTENTE SOCIOSANITARIO CON FUNZIONI EDUCATIVE IN ISTITUZIONI,5.4.4.3.0.9,ATTIVITÀ DELLE ORGANIZZAZIONI RELIGIOSE NELL'ESERCIZIO DEL CULTO,SERVIZI,ALTRE ATTIVITÀ DI SERVIZI,1,94.91.00,PASIAN DI PRATO,VIA CIALDINI 29,UDINE,UDINE,LAVORO A TEMPO DETERMINATO
2426,CF_00637000324,IS COPY SRL,2015-06-15,2018-07-31,"ARTIGIANI, OPERAI SPECIALIZZATI E AGRICOLTORI","INSTALLATORI, MANUTENTORI E RIPARATORI DI APPARECCHIATURE INFORMATICHE",6.2.4.6.0.0,NOLEGGIO DI MACCHINE E ATTREZZATURE PER UFFICIO (INCLUSI I COMPUTER),SERVIZI,"NOLEGGIO, AGENZIE DI VIAGGIO, SERVIZI DI SUPPORTO ALLE IMPRESE",1,77.33.00,PASIAN DI PRATO,VIA CAMPOFORMIDO 75,UDINE,UDINE,LAVORO A TEMPO INDETERMINATO
2936,CF_01810440303,PUNTO STAMPA SRL,2015-04-01,NA,"PROFESSIONI INTELLETTUALI, SCIENTIFICHE E DI ELEVATA SPECIALIZZAZIONE",AMMINISTRATORI DI SISTEMI,2.1.1.5.3.0,ALTRA STAMPA,INDUSTRIA,ATTIVITÀ MANIFATTURIERE,1,18.12.00,PASIAN DI PRATO,VIA CAMPOFORMIDO 121,UDINE,UDINE,LAVORO A PROGETTO / COLLABORAZIONE COORDINATA E CONTINUATIVA
1234,CF_02349490306,INASSET SRL,2015-12-01,NA,"PROFESSIONI INTELLETTUALI, SCIENTIFICHE E DI ELEVATA SPECIALIZZAZIONE",SISTEMISTA,2.1.1.5.3.2,GESTIONE DI STRUTTURE E APPARECCHIATURE INFORMATICHE HARDWARE - HOUSING (ESCLUSA LA RIPARAZIONE),SERVIZI,SERVIZI DI INFORMAZIONE E COMUNICAZIONE,1,62.03.00,PASIAN DI PRATO,VIA SPILIMBERGO 66,UDINE,UDINE,LAVORO A TEMPO INDETERMINATO
2406,CF_02349490306,INASSET SRL,2015-01-01,NA,"PROFESSIONI INTELLETTUALI, SCIENTIFICHE E DI ELEVATA SPECIALIZZAZIONE",SISTEMISTA,2.1.1.5.3.2,GESTIONE DI STRUTTURE E APPARECCHIATURE INFORMATICHE HARDWARE - HOUSING (ESCLUSA LA RIPARAZIONE),SERVIZI,SERVIZI DI INFORMAZIONE E COMUNICAZIONE,1,62.03.00,PASIAN DI PRATO,VIA SPILIMBERGO 66,UDINE,UDINE,LAVORO A TEMPO INDETERMINATO
764,CF_02349490306,INASSET SRL,2015-01-08,2017-07-15,"PROFESSIONI INTELLETTUALI, SCIENTIFICHE E DI ELEVATA SPECIALIZZAZIONE",SISTEMISTA,2.1.1.5.3.2,GESTIONE DI STRUTTURE E APPARECCHIATURE INFORMATICHE HARDWARE - HOUSING (ESCLUSA LA RIPARAZIONE),SERVIZI,SERVIZI DI INFORMAZIONE E COMUNICAZIONE,1,62.03.00,PASIAN DI PRATO,VIA SPILIMBERGO 66,UDINE,UDINE,LAVORO A TEMPO INDETERMINATO
1800,CF_02349490306,INASSET SRL,2015-03-02,2016-03-31,"PROFESSIONI INTELLETTUALI, SCIENTIFICHE E DI ELEVATA SPECIALIZZAZIONE",SISTEMISTA,2.1.1.5.3.2,GESTIONE DI STRUTTURE E APPARECCHIATURE INFORMATICHE HARDWARE - HOUSING (ESCLUSA LA RIPARAZIONE),SERVIZI,SERVIZI DI INFORMAZIONE E COMUNICAZIONE,1,62.03.00,PASIAN DI PRATO,VIA SPILIMBERGO 66,UDINE,UDINE,LAVORO A TEMPO INDETERMINATO
1800,CF_02349490306,INASSET SRL,2015-03-02,2016-03-31,"PROFESSIONI INTELLETTUALI, SCIENTIFICHE E DI ELEVATA SPECIALIZZAZIONE",SISTEMISTA,2.1.1.5.3.2,GESTIONE DI STRUTTURE E APPARECCHIATURE INFORMATICHE HARDWARE - HOUSING (ESCLUSA LA RIPARAZIONE),SERVIZI,SERVIZI DI INFORMAZIONE E COMUNICAZIONE,1,62.03.00,PASIAN DI PRATO,VIA SPILIMBERGO 66,UDINE,UDINE,LAVORO A TEMPO INDETERMINATO
